data,trip_creation_time,route_type,trip_uuid,source_name,destination_name,start_scan_to_end_scan,od_time_diff_hour,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,segment_actual_time_sum,segment_osrm_distance_sum,segment_osrm_time_sum,hour,day,weekday,week,month,source_state,destination_state,source_city,source_place,destination_city,destination_place
1,2018-09-12 00:45:43.686070,0,trip-153671314368581111,bhandara_rjnaidpp_d (maharashtra),savner_wagodha_d (maharashtra),0.23423423423423426,0.23447064774672938,0.27300440243343216,0.29280397022332505,0.2621621621621622,0.2746220773881989,0.28838951310861427,0.262156172326793,0.24378109452736318,0,12,2,37,9,Maharashtra,Maharashtra,Bhandara,Rjnaidpp,Savner,Wagodha
1,2018-09-12 00:46:48.079257,0,trip-153671320807895983,fbd_balabhgarh_dpc (haryana),fbd_balabhgarh_dpc (haryana),0.17717717717717718,0.1776505404699057,0.18447281457264175,0.1687344913151365,0.13783783783783785,0.15604222838999202,0.16604244694132334,0.14792256461880127,0.12189054726368158,0,12,2,37,9,Haryana,Haryana,Faridabad,Balabhgarh,Faridabad,Balabhgarh
1,2018-09-12 00:47:45.037410,1,trip-153671326503717255,bhatinda_dpc (punjab),bhatinda_dpc (punjab),0.3986486486486487,0.3996400989099529,0.3510098758191159,0.5260545905707196,0.4675675675675676,0.45546595857617833,0.529338327091136,0.40674886321232506,0.44527363184079605,0,12,2,37,9,Punjab,Punjab,Bhatinda,Dpc,Bhatinda,Dpc
1,2018-09-12 00:49:56.561006,1,trip-153671339656068455,jaipur_hub (rajasthan),gurgaon_bilaspur_hb (haryana),0.4129129129129129,0.4121539509872178,0.5128182781664267,0.39950372208436724,0.4297297297297297,0.46933551816748575,0.39700374531835203,0.47169180686649104,0.4328358208955224,0,12,2,37,9,Rajasthan,Haryana,Jaipur,Hub,Gurgaon,Bilaspur
1,2018-09-12 00:50:38.541226,1,trip-153671343854097865,delhi_gateway_hb (delhi),chandigarh_mehmdpur_h (punjab),0.36036036036036034,0.36013771804774863,0.5513525023917842,0.4640198511166253,0.4945945945945946,0.47879029553358987,0.46192259675405745,0.48261316836028906,0.48009950248756217,0,12,2,37,9,Delhi,Punjab,New Delhi,Gateway,Chandigarh,Mehmdpur
1,2018-09-12 00:57:53.153952,1,trip-153671387315368041,bhatinda_dpc (punjab),barnala_dc (punjab),0.07207207207207207,0.07222755363410496,0.13384492095143702,0.1327543424317618,0.15135135135135136,0.12536410234742035,0.132334581772784,0.12485403186314552,0.14676616915422885,0,12,2,37,9,Punjab,Punjab,Bhatinda,Dpc,Barnala,Dc
1,2018-09-12 00:58:51.333308,0,trip-153671393133297622,bhiwandi_mankoli_hb (maharashtra),murbad_snkundpp_d (maharashtra),0.07057057057057058,0.07026804878233078,0.07045740099379004,0.08188585607940448,0.05945945945945946,0.06843033486412567,0.08114856429463171,0.06471422295211204,0.04975124378109452,0,12,2,37,9,Maharashtra,Maharashtra,Mumbai,Mankoli,Murbad,Snkundpp
1,2018-09-12 00:59:41.075273,1,trip-153671398107484965,roopnagar_chotihvl_dc (punjab),chandigarh_kharar_dc (chandigarh),0.3370870870870871,0.33818073158699646,0.4789055016249891,0.3870967741935484,0.5378378378378379,0.5335797213588225,0.3882646691635455,0.40353595129393693,0.4900497512437811,0,12,2,37,9,Punjab,Chandigarh,Roopnagar,Chotihvl,Chandigarh,Kharar
1,2018-09-12 01:00:26.733769,1,trip-153671402673350359,bantwal_trmltmpl_d (karnataka),kadaba_anugrdpp_d (karnataka),0.48873873873873874,0.48805243277475546,0.6835110493386357,0.7866004962779156,0.7081081081081082,0.714174045543493,0.784019975031211,0.8120417391347782,0.7835820895522387,1,12,2,37,9,Karnataka,Karnataka,Bantwal,Trmltmpl,Kadaba,Anugrdpp
1,2018-09-12 01:06:18.495090,0,trip-153671437849482795,gulbarga_nehrugnj_i (karnataka),gulbarga_nehrugnj_i (karnataka),0.6396396396396397,0.6398878209120364,0.3916816569717315,0.40198511166253104,0.42702702702702705,0.384992953425709,0.40074906367041196,0.378417881255454,0.38308457711442784,1,12,2,37,9,Karnataka,Karnataka,Gulbarga,Nehrugnj,Gulbarga,Nehrugnj
1,2018-09-12 01:06:44.904707,0,trip-153671440490445199,lalru_onkardpp_d (punjab),naraingarh_ward2dpp_d (haryana),0.1554054054054054,0.15526477158681254,0.10817394035151585,0.17121588089330025,0.12972972972972974,0.12368982573262806,0.16978776529338327,0.19691499685639108,0.27611940298507465,1,12,2,37,9,Punjab,Haryana,Lalru,Onkardpp,Naraingarh,Ward2Dpp
1,2018-09-12 01:08:09.655965,1,trip-153671448965568596,chandigarh_mehmdpur_h (punjab),ludhiana_milrganj_hb (punjab),0.18993993993993993,0.1899323519361828,0.22017385416579655,0.1501240694789082,0.16756756756756758,0.19442339128161387,0.14856429463171036,0.18393764644940766,0.1492537313432836,1,12,2,37,9,Punjab,Punjab,Chandigarh,Mehmdpur,Ludhiana,Milrganj
1,2018-09-12 01:08:52.675715,1,trip-153671453267549065,kadi_karanngr_d (gujarat),kadi_karanngr_d (gujarat),0.16591591591591592,0.16652403593346557,0.20758945327552328,0.19727047146401985,0.23513513513513512,0.20631872170476923,0.1972534332084894,0.21593315444974145,0.22139303482587067,1,12,2,37,9,Gujarat,Gujarat,Kadi,Karanngr,Kadi,Karanngr
1,2018-09-12 01:10:44.915124,0,trip-153671464491487828,chennai_chrompet_l (tamil nadu),maa_poonamallee_hb (tamil nadu),0.17792792792792791,0.17737443729434008,0.043625088459370895,0.07692307692307693,0.07837837837837838,0.05952528712259454,0.07740324594257178,0.08359169338023183,0.10945273631840796,1,12,2,37,9,Tamil Nadu,Tamil Nadu,Chennai,Chrompet,Chennai,Poonamallee
1,2018-09-12 01:17:31.953356,0,trip-153671505195307510,durgapur_central_i_1 (west bengal),bankura_bhowmdpp_d (west bengal),0.21096096096096095,0.21116147454464484,0.17298983216787905,0.3027295285359802,0.1810810810810811,0.16674479077264082,0.30461922596754054,0.15768991674691316,0.16417910447761194,1,12,2,37,9,West Bengal,West Bengal,Durgapur,Central,Bankura,Bhowmdpp
1,2018-09-12 01:17:40.984026,0,trip-153671506098357680,vapi_indestat_i (gujarat),silvassa_samrvrni_d (dadra and nagar haveli),0.03903903903903904,0.038885321278613404,0.014439219215062141,0.033498759305210915,0.01891891891891892,0.013194611329271761,0.033707865168539325,0.030179061878835473,0.02736318407960199,1,12,2,37,9,Gujarat,Dadra And Nagar Haveli,Vapi,Indestat,Silvassa,Samrvrni
1,2018-09-12 01:18:08.516276,0,trip-153671508851597828,jamjodhpur_court_d (gujarat),porbandar_dc (gujarat),0.44069069069069067,0.44095522793844555,0.4666834218169351,0.6749379652605458,0.5027027027027027,0.4768873683663832,0.6729088639200999,0.4914298415375526,0.47512437810945274,1,12,2,37,9,Gujarat,Gujarat,Jamjodhpur,Court,Porbandar,Dc
1,2018-09-12 01:21:53.167913,1,trip-153671531316758155,jetpur_dc (gujarat),jetpur_dc (gujarat),0.0990990990990991,0.09952763814976764,0.14438855942714332,0.13771712158808933,0.11621621621621622,0.12558967194917667,0.1373283395755306,0.1187695200840294,0.1044776119402985,1,12,2,37,9,Gujarat,Gujarat,Jetpur,Dc,Jetpur,Dc
1,2018-09-12 01:24:59.938573,1,trip-153671549993828365,mehsana_panchot_ip (gujarat),mehsana_panchot_ip (gujarat),0.40465465465465467,0.4050834774139302,0.45934381463957435,0.41687344913151364,0.5027027027027027,0.4646634765623281,0.418227215980025,0.4225395406897043,0.46766169154228854,1,12,2,37,9,Gujarat,Gujarat,Mehsana,Panchot,Mehsana,Panchot
1,2018-09-12 01:28:41.755367,1,trip-153671572175509918,jabalpur_adhartal_ip (madhya pradesh),katni_bargawan_dc (madhya pradesh),0.12012012012012013,0.12026306321889274,0.18803679386494093,0.18114143920595535,0.14054054054054055,0.15671277529394473,0.18102372034956304,0.1482026902466125,0.12437810945273632,1,12,2,37,9,Madhya Pradesh,Madhya Pradesh,Jabalpur,Adhartal,Katni,Bargawan
1,2018-09-12 01:29:07.813912,0,trip-153671574781365511,ccu_dumdum_dpc (west bengal),kolkata_dankuni_hb (west bengal),0.23048048048048048,0.23027447189793634,0.017225304133474274,0.05086848635235732,0.02972972972972973,0.028828235240265735,0.04993757802746567,0.02726271683981663,0.02736318407960199,1,12,2,37,9,West Bengal,West Bengal,Kolkata,Dumdum,Kolkata,Dankuni
1,2018-09-12 01:31:44.166971,0,trip-153671590416667638,bengaluru_bomsndra_hb (karnataka),bengaluru_kgairprt_hb (karnataka),0.16591591591591592,0.16578630070422573,0.0909566680746482,0.23697270471464021,0.14054054054054055,0.09740007376676146,0.23720349563046192,0.1176433984108594,0.16169154228855723,1,12,2,37,9,Karnataka,Karnataka,Bengaluru,Bomsndra,Bengaluru,Kgairprt
